eng,dua
"Before his trial , he was "" the greatest of all the people of the East . ""","Oboso ná ndutu i ko ̱ ye ̱ mo ̱ , mo ̱ nde "" a ta mweń 'a moto buka bato ba jedu be ̱ se ̱ . """
"Paul here describes what Jehovah does , not before , but during trials .","Owan Paulo e nde o kwalea nje Loba a mabolano ̱ , seto ̱ oboso ná makekisan ma mapo ̱ , nde o ponda makekisan ."
"Why are you determined to "" bear fruit with endurance "" ?","Ońola nje o no ̱ ngino ̱ bedomsedi o "" ya bepuma na titimbe ̱ "" e ?"
Why can it sometimes be a challenge to show compassion ?,Ońola nje yeno ̱ ná e be ̱ ndutu ponda iwo ̱ o lee ̱ le ̱ ndedi e ?
"When Jesus told his followers to equip themselves with swords on the final night of his life on earth , he did not have protection in mind .","Ponda Yesu a kwalisane ̱ no ̱ bokwedi bao ná ba no ̱ nge po ̱ o bulu bo sukan ba longe ̱ lao o wase , jo ̱ nge ̱ le ̱ lao di si ta lombwea tata la babo ̱ me ̱ ne ̱ ."
"When I stepped on the logs , they fell into the hole , and I fell with them .","Ponda ná tese ̱ no ̱ myende o be bebongo , na mo ̱ be sosea , mba pe ̱ na ko ̱ mwemba na mo ̱ ."
"So although from a human viewpoint we may not see a way out of our problems , Jehovah does , and he can do the unexpected . - Read 2 Peter 2 : 9 .","To ̱ na ne ̱ ni o miso ̱ ma mot 'a benama di si me ̱ nde ̱ no ̱ je ̱ ne ̱ ngea to ̱ po ̱ o busa o makekisan masu , Yehova mo ̱ a me ̱ ne ̱ , e pe ̱ ná a bola nje di si menge ̱ le ̱ no ̱ . - Langa 2 Petro 2 : 9 ."
One area that merits attention is the comfort and help we offer to families .,Tongo diwo ̱ jangame ̱ nno ̱ jombwea na pe ̱ ńe ̱ pe ̱ ńe ̱ le nde lo ̱ ko ̱ mea na jongwane ̱ jeno ̱ ná di wanea bane ̱ o ndabo a mbia .
No doubt you would .,Ye ̱ ke ̱ i te ̱ o me ̱ nde ̱ bola nika .
"Clearly , Jehovah wants people of "" every nation and tribe and language "" to have the opportunity to benefit from his Word .","Yehova a mapula so ̱ ná "" bekombo be ̱ se ̱ na mbia na leme ̱ "" ba we ̱ le ̱ tombwane ̱ Eyal 'ao ."
Jehovah had promised that through Abraham 's offspring all nations would be blessed .,Yehova a ta a kakane ̱ ná tongwea na mbot 'a Abraham nde matumba me ̱ se ̱ ma me ̱ nde ̱ no ̱ namsabe ̱ . ( Bbot . 13 : 14 - 16 ; 18 : 18 ; Rom .
"If Jesus said that taxation was a necessary burden , he could lose the support of his followers .","Yesu a kwala pe ̱ te ̱ ná tax ńangame ̱ n sawabe ̱ , bato ba si wusa pe ̱ sengane ̱ mo ̱ ."
the completeness of Jehovah 's forgiveness ?,lakise ̱ di bo ̱ le ̱ la Yehova e ?
can help you to build your conviction about your beliefs .,me ná mongwane ̱ wa o longa mbak 'a mambo o dube ̱ no ̱ .
that Jehovah takes no delight in a person who neglects His work ?,ná Yehova a si do ̱ lisan moto ńe soaluke o bola ebol 'a mo ̱ Yehova e ?
The apostle Paul stated that Timothy had learned Scriptural truths from infancy .,Ńamuloloma Paulo a kwali ná Timoteo oko mbal 'a Betiledi botea mūtu .
"The apostle Peter was responsible for another one , that of the Christian woman Dorcas ( Tabitha ) .",Ńamuloloma Petro pe ̱ a pumbwe ̱ le ̱ Kriste ̱ n a muto Dorkas ( Tabita ) .
""" The last Adam became a life - giving spirit . "" - 1 COR .",""" Adam nisukan e timbi mudī mu mabole ̱ longe ̱ . "" - 1 KOR ."
"Hence , in this important matter related to worship , each Christian needed to make a conscientious decision .","( 1 Kor . 10 : 25 , 29 , 30 ) Nde jombwea din to ̱ ti la mweńa la jowe ̱ , Kriste ̱ n te ̱ e ta ńangame ̱ n no ̱ ngo ̱ bedomsedi bupane ̱ doi lao la mulema ."
"Rather , as we teach such ones , we ought to emphasize the importance of building a personal relationship with God .","( 1 Yohane 4 : 8 ) O diwengisan , niponda jeno ̱ o jokwe ̱ le ̱ , jangame ̱ n o yikiye ̱ babo ̱ mweńa ma longa mulatako ma babo ̱ me ̱ ne ̱ na Loba ."
"Even when kings were not faithful to him , Jehovah could give them victory over the enemy for the sake of his own name .","( 2 Myan . 14 : 12 , 13 ) To ̱ ponda kiṅe ̱ i si tano ̱ mo ̱ jemea , Yehova a ta te ̱ nde a bola babo ̱ bebukedi omo ̱ ń a basingedi babu ońola dina lao la mo ̱ me ̱ ne ̱ . ( 1 Ki ."
( Read 1 Corinthians 2 : 14 . ),( Langa 1 Korinto 2 : 14 . )
"In Bible times , stewards of dedicated funds followed procedures to make sure that donations were used only for their intended purposes .","( Lukas 14 : 28 ) O mińa ma Bibe ̱ l , bakombe ̱ mo ̱ ni ba ta ba bupe ̱ bete ̱ sedi o be ̱ mbaki ná mabea ma mabolane ̱ nde buka te ̱ ońola jowe ̱ la Yehova ."
"( See paragraphs 11 , 12 )","( Ombwa mongo 11 , 12 )"
"Thus , High Priest Caiaphas took the lead in plotting Jesus ' death . - John 11 : 49 - 53 ; 18 : 14 .",( Yohane 11 : 48 ) Ońola nika nde Prisi Ninde ̱ ne ̱ Kaifa e wekino ̱ mwano ná Yesu a bwabe ̱ . - Yohane 11 : 49 - 53 ; 18 : 14 .
"Our love for Jehovah will , in turn , ignite our desire to please him in all that we do .",12 : 12 ) Ndolo di be ̱ ne ̱ nno ̱ Yehova e me ̱ nde ̱ so ̱ jońse ̱ ńo ̱ ng 'asu ńa do ̱ lisane ̱ mo ̱ o nje ye ̱ se ̱ di mabolano ̱ .
"Sadly , in time the nation misused its freedom of choice and broke that promise .","19 : 8 ) Nje ye ndutu ye nde ná , tumba di timbi bolane ̱ wonj 'ao ńa bepo ̱ sedi bobe , na mo ̱ di bule ̱ le ̱ di kakane ̱ ."
"Then , you will win the battle for your mind !","27 : 11 ) Na nika , o mabuka bila ba mo ̱ nge ̱ le ̱ mo ̱ ngo ̱ !"
No doubt Jehovah 's actions exceeded all of Joseph 's expectations .,"40 : 15 ; 41 : 39 - 43 ; 50 : 20 ) Esibe ̱ penda , bebolo ba Yehova be buki nje ye ̱ se ̱ Yose ̱ f a tano ̱ enge ̱ le ̱ ."
"When composing Psalm 13 , King David four times likewise asked : "" How long ? ""","6 : 11 ; Hab . 1 : 2 ) Ke ̱ e o lule ̱ Myenge 13 , Kiṅe ̱ David pe ̱ a baise ̱ mulemlem ngedi ine ̱ i ná : "" Njik 'etum e ? """
"May you parents experience the joy and satisfaction that result from seeing your children become dedicated , baptized servants of Jehovah .","A bayedi , bińo ̱ pe ̱ bwa muńe ̱ nge ̱ na mutam o je ̱ ne ̱ ná bana bańu ba bake ̱ babo ̱ me ̱ ne ̱ na Yehova , ba dubisabe ̱ pe ̱ o bola jemea lao ."
"He worked hard alongside Paul , and this strengthened the bonds of affection between them .","A boli ebolo na ngińa mwemba na Paulo , nika e bati jouse ̱ ndolo ba tano ̱ ba be ̱ ne ̱ ne ̱ mō ̱ na nune ̱ ."
"He was baptized , and today he serves as an elder .","A dubisabe ̱ , we ̱ nge ̱ a mabolea ka mutudu o mwemba ."
"While there , he freely associated with his Gentile brothers .","A po ̱ ino ̱ owo , na mo ̱ a lata na bonasango ba ta nde basibi ."
He knew that his daily custom was well - known .,A ta a bia ná ko ̱ lo ̱ ngo ̱ ne ̱ lao di ta di biane ̱ na be ̱ se ̱ .
"The Bible says : "" The one walking with the wise will become wise , "" and there were many wise ones in my family who supported my decision to pioneer .","Bibe ̱ l e makwala ná : "" Mudangwane ̱ badibie ̱ a matimba dibie ̱ , "" nde o ta pe ̱ o be ̱ ne ̱ jita la badibie ̱ o mbia mam bena ba sue ̱ le ̱ bedomsedi bam ba be ̱ paonia . ( Min ."
"When we obey Jehovah 's righteous commands and principles , we show that we trust in him and that we desire to have a peaceful relationship with him .","Bupe ̱ la byanedi na bete ̱ sedi be te ̱ m na sim ba Yehova di malee ̱ nde ná di lakisane ̱ mo ̱ , di mapula pe ̱ be ̱ ne ̱ musango na mo ̱ . ( Yer . 17 : 7 , 8 ; Yak ."
He was of the same faith as the missionary who had provided those books for my family .,Bā na nu nu ta nu bola mbia masu yi kalati nde ba ta o dube ̱ diwo ̱ .
We have a further reason to continue our preaching work .,Di be ̱ n njo ̱ m nipe ̱ pe ̱ ńa walane ̱ ebol 'asu ya dikalo oboso .
"A draft of warm air gives it the lift it needs , enabling the eagle to conserve energy .","Difio ̱ la ngo ̱ a wea di mongwane ̱ mo ̱ o jondea o dime ̱ ne ̱ e mapulano ̱ , na nika e bola mo ̱ ná e kombe ̱ ngud 'ao ."
"One place where pioneers could always stay in Dublin was at the home of Ma Rutland , a longtime faithful sister .","Epolo we ̱ ni paonia i wusano ̱ ja ponda ye ̱ se ̱ o Dublin e ta nde o mboa Ma Rutland , munańango mō ̱ ńa jemea nu boledi Yehova etum a mimbu ."
We can imitate Paul and Silas by keeping in mind the good that comes from serving God faithfully . - Phil .,Je ná jembilane ̱ Paulo na Silas ke ̱ di soke ̱ mo ̱ nge ̱ le ̱ masu o mambo ma bwam bolea la Loba na jemea di mawanano ̱ . - Fil .
"Giving refugees practical help requires , not a lot of money , but mainly our time and concern .","Jongwane ̱ la bawase ̱ diwutamea , di si mabaise ̱ mo ̱ ni jita , nde bwambwam ponda na muyao masu ."
"Consider , for example , the following Bible accounts : Genesis 20 : 2 - 7 and Matthew 26 : 31 - 35 .","K 'eyembilan , jombweye te ̱ min myango ma Bibe ̱ l mi tilabe ̱ o : Bebotedi 20 : 2 - 7 na Mateo 26 : 31 - 35 ."
A first step is to use it liberally when we preach and teach .,"Ka laboso , di bolane ̱ mo ̱ ponda ye ̱ se ̱ ke ̱ di mate ̱ dikalo , na ke ̱ di mokwe ̱ le ̱ ."
"Knowing the facts and grasping that a resurrection had occurred , they "" were comforted beyond measure . "" - Acts 20 : 7 - 12 .","Kana ba tano ̱ ba bia ná nu muna a wedi , nde a pumbwa pe ̱ , ba ta ba "" kusa lo ̱ ko ̱ mea jita . "" - Bebolo 20 : 7 - 12 ."
"Karen from Canada , now in her early 70 ' s , served over 20 years in West Africa .","Karen nu wu o Kanada , ńe tatan 72 ma mbu , a boledi buka na 20 ma mbu o Mbe ̱ nge ̱ a Afrika ."
"SONGS : 135 , 144","MYENGE : 135 , 144"
"What are these gifts , and how do we benefit from them ?","Ma mabea me nde nje e , ne ̱ ni pe ̱ ma mawaneano ̱ biso ̱ tombwane ̱ e ?"
One way that Paul demonstrated appreciation for the ministry was by being alert to opportunities to speak to others .,Mbadi po ̱ Paulo a lee ̱ le ̱ no ̱ ná a ta a we ̱ le ̱ ebol 'a dikalo mweńa ńe nde ná a ta a le ̱ le ̱ me ̱ o kwalisane ̱ bato o ponda ye ̱ se ̱ .
"Indeed , one of the most valuable lessons I have learned in all my long life is that with Jehovah , "" all things are possible . "" - Mark 10 : 27 .","Mbale ̱ po ̱ ńa tiki nokono ̱ o longe ̱ lam ńe nde ná "" to ̱ lambo di si me ̱ mbe ̱ le ̱ "" Yehova . - Marko 10 : 27 ."
Would that be loving and respectful ?,Mo ̱ nika ńe ndolo n 'edube e ?
"When the relationship becomes strained , they just give up and walk out on their marriage mate .","Myambo mi po ̱ i te ̱ , ba mawasa nde o jabane ̱ ."
One took to scolding the other .,Mō ̱ a kumwa kwalisane ̱ nune ̱ na ngińa .
How we need this encouragement as we await the fulfillment of Jehovah 's promises ! - 2 Pet .,Na mbale ̱ di be ̱ n ńo ̱ ng 'a kusa jembame ̱ niponda jeno ̱ o jenge ̱ le ̱ belondisedi ba makaki ma Yehova ! - 2 Pet .
"Still , neither guilt nor duty moved Paul to preach .","Nde Paulo a si boli nika buka te ̱ ná a si be ̱ ne ̱ njo ̱ m a maya , to ̱ ońolana Loba anedi ná a bole nika ."
"However , that day they lost almost everything they owned .",Nde bo buńa ba bo ̱ lo ̱ ne ̱ nje ye ̱ se ̱ ba tano ̱ ba be ̱ ne ̱ .
"Yet , for years , I would come home frustrated because of problems at work .","Nde o pambo a ponda ńa mimbu jita , na ta nde na wa o ebolo na malinga ońola bekwali ba wum 'ebolo ."
Developing a strong love for Jehovah and a hatred for what is bad is the best way to stay free from pornography . - Read Psalm 97 : 10 .,Ndol 'a ngińa ońola Yehova na bosinga ba nje ye bobe nde be mbadi ni peti ńa te ̱ me ̱ wonja na bedinge ̱ dinge ̱ ba maye ̱ . - Langa Myenge 97 : 10 .
How does Satan use not only governments but also false religion and the commercial system ?,Ne ̱ ni Satan a mabolane ̱ no ̱ seto ̱ buka te ̱ manea nde na ebasi e kwedi pe ̱ na ńunga e ?
How does she cope ?,Ne ̱ ni a malembe ̱ no ̱ e ?
How can you maintain your loyalty to Jehovah if your relatives oppose true worship ?,Ne ̱ ni weno ̱ ná o tika be ̱ Yehova jemea yete ̱ na mbia mo ̱ ngo ̱ mu mate ̱ nge ̱ ne ̱ jowe ̱ la mbale ̱ e ?
What can you do to provide comfort to others ?,Nje weno ̱ ná o bola o wanea bape ̱ pe ̱ lo ̱ ko ̱ mea e ?
What may cause a problem with non - Witness relatives ?,Nje ye ná e wana siso ̱ ṅtane ̱ le ̱ na belongi ba mbia be titi Mboṅ a Yehova e ?
He had endured dreadful experiences in Nazi concentration camps .,Nu lembe ̱ mitakisan minde ̱ ne ̱ o ndabo a beboa ńa Nasi .
"That is easier . ""","Ná ná bo ̱ bise ̱ ńolo . """
"In some cultures , men may feel uncomfortable singing in public .","O bepolo bō ̱ , ye bome bō ̱ ndutu ná ba lo ̱ nge o myoso ma bato ."
"Moreover , their rebellion resulted in alienation from Jehovah because his "" eyes are too pure to look on what is evil . ""","O mbat 'a nika , pamo abu e pandise ̱ babo ̱ etum na Loba ebanja ' miso ̱ mao me ná ke ̱ nge ̱ nge ̱ kańena ma si me ̱ ne ̱ bobe . '"
"In prayer , he humbly admitted that his people were "" powerless before this large crowd "" and that he and his people did not know what to do .","O muka , a puse ̱ le ̱ na sibise ̱ la ńolo ná tumba lao di "" si be ̱ n ngińa o te ̱ me ̱ ne ̱ di dimuti dinde ̱ ne ̱ "" na ná , e be ̱ mo ̱ , e be ̱ tumba lao ba si bi nje o bola ."
"Ten years later , there were ten times as many !","Ombusa dom la mbu , muso ̱ ngi mabu mu bati dom la ngedi buka nika ."
Consider what he did about the wrongdoing that was common in Sodom and Gomorrah .,Ombwea te ̱ nje a bolino ̱ jombwea beboledi ba bobe bena be ta be lańa o Sodom na Gomora .
Rehoboam must have found the atmosphere in Israel thick with tension .,Rehabeam a bomane ̱ ná yen ebe ekombo a Israel e londi na myambo .
"Our Father of tender mercies has himself experienced the loss of loved ones , such as Abraham , Isaac , Jacob , Moses , and King David .","Sango asu ńa ndedi mo ̱ me ̱ ne ̱ a bo ̱ lo ̱ ne ̱ bandolo bao , ka Abraham , Isak , Yakob , Mose , na Kiṅe ̱ David . ( Mis . 12 : 6 - 8 ; Mat ."
Is that not what we would expect from the God who values our freedom and who always exercises his attributes in perfect balance ? - Deut .,"Seto ̱ nika nde di mengane ̱ no ̱ Loba di we ̱ le ̱ wonj 'asu mweńa , na ńena nu mabolane ̱ bede ̱ mo bao mbad 'a bwam e ? - Ndim ."
Include a letter stating that the donation is conditional .,Tila leta di malangwe ̱ ná di jabea le nde l 'ebale ̱ .
He would therefore not qualify for responsibilities or special privileges in the congregation .,"Ye ná e we ̱ le ̱ be ̱ ná e si dongame ̱ n o be ̱ ne ̱ m 'bē ̱ , to ̱ so ̱ be ̱ ne ̱ eto ̱ ti ya tobotobo o mwemba ."
Jehovah still uses his angels to protect and strengthen his people,Yehova a dia a mabolane ̱ ange ̱ l ao o tata na jembe ̱ tumba lao
"Jesus stated : "" Everyone who keeps on looking at a woman so as to have a passion for her has already committed adultery with her in his heart .","Yesu mo ̱ ná : "" To ̱ nja nu mombwe ̱ muto na bepuledi ba bobe , ke ̱ a máwite ̱ nde musonje o mulema mao ."
The apostle Peter had a custom of associating only with Jews .,Ńamuloloma Petro a ta nde a ko ̱ lo ̱ ngo ̱ ne ̱ lata na Bajū buka te ̱ .
"' With More Zeal and Love Than Ever ' ( 1922 convention ) , May",""" Na ko ̱ di ninde ̱ ne ̱ na ndolo o milema buka o mińa maboso "" ( jako ̱ to ̱ ne ̱ 1922 ) , Emia ."
"Therefore , we must work hard to safeguard our affections and protect our love and appreciation for spiritual riches .","( 1 Yohane 2 : 15 - 17 ) Ońola nika , jangame ̱ n we ̱ na ngińa o tika be ̱ ne ̱ ndol 'a mambo ma m 'bwaṅ ma mudī na tata pe ̱ mo ̱ ."
"After Jehovah had given instructions on how to set up the tabernacle , "" Moses did according to all that Jehovah had commanded him . He did just so . "" - Ex .","( 2 Mya . 34 : 14 ) Ombusa Yehova bola bediedi ba ne ̱ ni te ̱ se ̱ muno ̱ ko ̱ ; Bibe ̱ l e makwala ná : "" Na Mose a bola me ̱ se ̱ Yehova anedino ̱ mo ̱ ; nikame ̱ ne ̱ nde a bolino ̱ . "" - Bbu ."
"John had just referred to God ( see verse 6 ) , so the expression "" in behalf of his name "" appears to refer to Jehovah 's name .","( 3 Yohane 7 ) Yohane a ta nde a wa tuba dina la Loba ( ombwa mwemba 6 ) , ben byala ná "" ońola di dina "" be makwalea nde dina la Yehova ."
"However , Job temporarily lost the proper perspective .","( Hiob 27 : 5 ) Nde , ponda po ̱ e po ̱ i ńena Hiob a si tano ̱ pe ̱ a be ̱ ne ̱ je ̱ ne ̱ la mambo langame ̱ n ."
( Read Psalm 147 : 5 . ),( Langa Myenge 147 : 5 . )
( John 21 : 15 ),( Yohane 21 : 15 )
( a ) What do many people think about modesty ?,( a ) Nje jita la bato di mo ̱ nge ̱ le ̱ no ̱ jombwea sibise ̱ la ńolo e ?
"However , more is involved than simply acquiring head knowledge .","1 : 10 ) Nde , be ̱ ne ̱ la so ̱ ṅtane ̱ buka te ̱ di si dongame ̱ n ."
22 How We Put On and Keep On the New Personality,22 Ne ̱ ni bo ̱ to ̱ mot 'a peńana tika kombe ̱ mo ̱
"I added , "" I need to fulfill my vow to God . ""","24 : 14 ) Na mba na bata ná "" nangame ̱ n o londe ̱ kakane ̱ na bolino ̱ Loba . """
"In a discussion with his apostles and other disciples , he said : "" If anyone wants to come after me , let him disown himself and pick up his torture stake and keep following me . "" - Matt .","28 : 19 , 20 ) A kwali o ekwal 'a bā na bamuloloma bao na bane ̱ bokwedi ná : "" To ̱ nja nu mapule ̱ bupe ̱ mba a to ̱ be mo ̱ me ̱ ne ̱ , a bambe ̱ ebongo ao ya konjo , nde a bupe ̱ mba . "" - Mat ."
"6 , 7 . ( a ) How does "" the love of God "" move Christians to act toward brothers in need ?","6 , 7 . ( a ) Ne ̱ ni "" ndol 'a Loba "" e matute ̱ le ̱ no ̱ Kriste ̱ n o jongwane ̱ bonasango be o ndutu e ?"
84 : 7 ; 1 Pet .,84 : 8 ; 1 Pet .
He emphasized that all dedicated Christians need to use their lives to the full in proclaiming the good news of God 's established Kingdom .,A kiki ná kriste ̱ n ye ̱ se ̱ i bake ̱ Yehova mańolo mabu yangame ̱ n o bolane ̱ malonge ̱ mabu mususu o sambane ̱ myango ma bwam ma Janea la Loba di mábokabe ̱ .
Such ones may be impressed when they begin to understand to a fuller degree how Jehovah 's love and wisdom are expressed by the ransom provision .,Ba bato be ná buba ponda ba maboteano ̱ so ̱ ṅtane ̱ ná te ̱ ite ̱ i ne ̱ ni diko ̱ ti di malee ̱ le ̱ no ̱ ndolo na dibie ̱ la Yehova .
Arrangements were made for two congregations of different language or race to be together on some weekends .,"Ba boli ná , su la woki iwo ̱ , ba late myemba miba mi mato ̱ pe ̱ leme ̱ le diwengisan , to ̱ mi be ̱ n bonasango ba muso ̱ no ̱ m 'eyobo mwe diwengisan ."
"While such wrongful imprisonments are a cause of frustration and even anger , Christians may find another type of injustice even more difficult to bear .",Be beboa be si te ̱ nge ̱ n be mabwesane ̱ ndutu na lingisane ̱ pe ̱ . Nde Kriste ̱ n yangame ̱ n lembe ̱ pat 'a si te ̱ me ̱ la sim nipe ̱ pe ̱ ńe ndutu .
"They are people who are eager for what they can get , people who place their own wishes at the center of their life .","Be nde bato ba mukubo , bato ba mawe ̱ le ̱ bepuledi babu ka lambo laboso o longe ̱ labu ."
You can be sure that God will bless parents who help their children to set and reach spiritual goals .,Be ̱ mbaki ná Loba a manamse ̱ bayedi bena ba mongwane ̱ bana babu o te ̱ se ̱ na bupe ̱ pe ̱ mambo ma mudī .
We are not left in the dark .,Bibe ̱ l e mabola biso ̱ mwe ̱ ne ̱ n .
""" After reading it , they rejoiced over the encouragement . "" - Acts 15 : 27 - 32 .","Bibe ̱ l e malangwa ná : "" Nde ba langino ̱ mo ̱ , na babo ̱ ba bwa muńe ̱ nge ̱ ońola be byala ba belo ̱ ko ̱ medi [ to ̱ so ̱ be membe ̱ ] . "" - Bebolo 15 : 27 - 32 ."
"We graduated from the 27th class of Gilead School in July 1956 , and by November we were in our assignment - Brazil .","Di bo ̱ le ̱ esukulu a Gilead o mo ̱ di má Madibe ̱ dibe ̱ 1956 ka bautu ba klasi ni londe ̱ 27 , di lomabe ̱ o bolea o Brasil o mo ̱ di má Tinini ."
We will consider the answers to those questions in the next article .,Di me ̱ nde ̱ kusa malabe ̱ ma mi myuedi o jokwa di mabupe ̱ .
"Happy are all those keeping in expectation of him . ""","Ebanja Yehova e nde Loba la te ̱ me ̱ la sim , bonam na be ̱ se ̱ ba pite ̱ na mo ̱ . """
"For I have no one else of a disposition like his . "" - Phil .","Ebanja na si be ̱ n moto nupe ̱ pe ̱ nu be ̱ n nika mulemlem ma jo ̱ nge ̱ le ̱ . "" - Fil ."
My assignment in the home was to help with the laundry and to obtain wood for cooking meals .,Ebol 'am o mboa e ta nde joa na wasa la wea ońola jipe ̱ .
"The original Bible word translated "" uncleanness "" is a broad term that includes much more than sexual sins .","Eyal 'a mbondo e bolane ̱ o tila la Bibe ̱ l yena e tukwabe ̱ ná "" mbindo "" e bambe ̱ mambo jita seto ̱ buka te ̱ myobe ma musonje ."
"AN INTERNATIONAL BROTHERHOOD : Because of our love for one another , we know that no matter what congregation we may visit throughout the earth , the brothers and sisters will warmly welcome us .","JALATANE ̱ LA BONASANGO O WASE ŃE ̱ SE ̱ : Ońola ndol 'asu mō ̱ na nune ̱ , di bi ná o to ̱ njika mwemba di matunge ̱ no ̱ o wase ńe ̱ se ̱ , bonasango na bonańango ba makasa nde biso ̱ na muyao mwe ̱ se ̱ ."
The answer came in a vision while he was in Troas .,Jalabe ̱ di maso ̱ be ̱ o je ̱ ne ̱ lena a kusino ̱ o Troa .
And we can think about how we can show courage and get our work accomplished .,Je so ̱ ná di dutea ne ̱ ni lee ̱ le ̱ ngiń 'a mulema ná di bole ebol 'asu nate ̱ n 'o su .
"Then we could compare that figure to the number of hours we spent that same week on recreational activities , such as participating in sports , enjoying hobbies , watching television , or playing video games .","Je so ̱ ná di langisane ̱ mu muso ̱ ngi na háwa yena di tombise ̱ no ̱ ni woki me ̱ ne ̱ ońola mambo ka tuse ̱ la ńolo , maloko , jombwa la television , to ̱ so ̱ maloko ma video ."
"He had noticed a lack of unity or harmony among the apostles , such as during his final meal with them . As had happened before , a dispute arose over "" which one of them was considered to be the greatest . ""","K 'eyembilan , o da lao disukan na babo ̱ bo bulu , ka ko ̱ lo ̱ ngo ̱ ne ̱ , musunga mu ta oteten abu o bia "" nja ńabu nu malangabe ̱ nunde ̱ ne ̱ buka be ̱ se ̱ . """
"For example , in 49 C.E . , holy spirit guided the governing body to make a decision regarding the issue of circumcision .","K 'eyembilan , o mbu má 49 P.A . , mudī - musangi mu ta mu die ̱ le ̱ dibe ̱ le ̱ di madie ̱ le ̱ o no ̱ ngo ̱ bedomsedi ba mweńa jombwea ekwal 'a bwe ̱ ndi ."
"Being imperfect , we will on occasion do things that disappoint Jehovah .","Kana di titino ̱ ke ̱ nge ̱ nge ̱ , ponda iwo ̱ je ná di wusane ̱ Yehova ."
A pleasant smile is often the best introduction .,Lo ̱ la muyao le nde o ponda ye ̱ se ̱ byingedi ba bwam .
"SONGS : 25 , 18","MYENGE : 25 , 18"
"Perhaps you immediately think of punishment , but much more is involved .","Mbe ̱ t 'a dibongo ńe pe ̱ ná e be ̱ belēdi , malea , to ̱ jome ̱ le ̱ ."
"Indeed , many of the problems that people face today stem from a lack of self - control .",Mbel 'a moto ni si te ̱ m na sim e mapo ̱ ngo ̱ nde miwe ̱ n o be ̱ ne ̱ jalea la ńolo .
Two years later he became Paul 's traveling companion .,"Mbu miba ombusa ponda , na mo ̱ a timba mwenj 'a lo ̱ ndo ̱ ńa Paulo ."
"It can affect the liver and the pancreas , and it can cause digestive problems .","Me ná ma takise ̱ dibadi na ahaṅ , na diboa l 'ebunga ."
Will my decisions help me to grow spiritually ?,"Mo ̱ bedomsedi bam be me ̱ nde ̱ jongwane ̱ mba o ńaka o mbad 'a mudī , o te ̱ se ̱ mambo ma mudī na mabupe ̱ no ̱ , na ' be ̱ pe ̱ mukome ̱ musango ' e ?"
"Could you rely on such a long - term promise , whether the promise was about someone who just died or one who had been dead for a long time ?","Mo ̱ we ná o dube ̱ ni ńai a dikaki di bolabe ̱ etum a ponda e , to ̱ e be ̱ nde ná di bolabe ̱ nde ońola moto nu s 'indi wo ̱ , to ̱ so ̱ nu májinde ̱ kwedi e ?"
"Songs were sung during the opening "" Praise Service , "" after which Joseph F .","Myenge mi botedi o lo ̱ ngo ̱ be ̱ o ponda byingedi ba "" Besesedi , "" na munasango Yose ̱ f F ."
I was impressed that even the young children who were among the 50 present commented on deep Bible subjects .,"Na ta mańaka o je ̱ ne ̱ ná bana basadi bena ba ta oteten a mu 50 ma bukedi , ba ta ba bola malabe ̱ ma mato ̱ ti ma njiba ma Bibe ̱ l ."
"Yet , when the Examiner of the heart scrutinized them , he saw that their heart was complete toward him .","Nde , niponda Muwase ̱ milema ombwedino ̱ babo ̱ , a so ̱ i nde ná mulema mabu mu ta mususu o mbasanedi mao ."
"Even so , rather than give in , he showed courage and took decisive action . - Gen .","Nde a lee ̱ le ̱ ngiń 'a mulema , a no ̱ ngo ̱ bedomsedi be bam . - Bbot ."
"And to the couple 's surprise , a man stopped by their witnessing cart , gave them a bouquet of flowers , and thanked them for the work they do .","Nde ba babaedi ba ta mańaka ná moto mō ̱ a ta a po ̱ o ebamban abu , a bola babo ̱ mbumbuta ma mbonji , a timbise ̱ le ̱ pe ̱ babo ̱ masoma ońol 'ebol 'abu ."
Then the opposition came - hard and fast .,Nde ba pomane ̱ o kusa mitakisan ma ngińa .
But the family 's compassion did not stop there .,Nde nded 'a mulema ńa mu mbia e si suedi wa .
"That was a serious problem , particularly in the light of Jesus ' pronouncement : "" Everyone . . . who acknowledges me before men , I will also acknowledge him before my Father who is in the heavens .","Nde nika e si ta e te ̱ nge ̱ ne ̱ , tobotobo na nje Yesu a kwalino ̱ : "" To ̱ nja nu mabole ̱ mboṅ ońol 'am oboso ba bato , mba pe ̱ na me ̱ nde ̱ bola mboṅ ońol 'ao oboso ba Tete ̱ ńe o mo ̱ ń ."
"At the same time , they should recognize that they have a weighty responsibility .","Nde o mulemlem ma ponda , bangame ̱ n jemba ná m 'bē ̱ ma bodilo nde ba bambe ̱ no ̱ nika ."
"But afterward , it seemed as if someone had lifted a huge weight off my shoulders .","Nde ombusa ponda , e ta nde biana moto a sumwane ̱ mba mūna ma bodilo o makata ."
How did I know the answer ?,Ne ̱ ni na boledino ̱ o bia jalabe ̱ e ?
"This , of course , was no accident .",Nika e si po ̱ i na mo ̱ me ̱ ne ̱ .
"It is still a choice , but a potentially disastrous one .","Nika pe ̱ ńe nde mpo ̱ so ̱ ko mō ̱ , nde mwena mwe nde ̱ nde ̱ le ̱ ."
What has Jehovah commanded us to do today ?,Nje Yehova anedino ̱ biso ̱ ná di bole o nin pond 'asu e ?
